"cloud1","cloud2","cloud3"
-0.502973990221349,1.63355269390474,1.63355269390474
-0.740365844013136,1.63355269390474,-0.740365844013136
0.4465934249458,1.15876898632116,-0.740365844013136
-0.740365844013136,1.63355269390474,1.63355269390474
-0.740365844013136,-0.502973990221349,-0.740365844013136
-0.740365844013136,1.63355269390474,-0.740365844013136
-0.740365844013136,1.63355269390474,-0.740365844013136
-0.0281902826377747,-0.265582136429562,-0.740365844013136
-0.621669917117243,1.63355269390474,1.63355269390474
0.4465934249458,0.80268120563348,-0.740365844013136
-0.621669917117243,1.63355269390474,1.63355269390474
-0.740365844013136,1.63355269390474,0.209201571154012
-0.740365844013136,1.63355269390474,1.04007305942527
-0.740365844013136,1.63355269390474,-0.146886209533668
-0.740365844013136,1.63355269390474,1.39616084011295
-0.740365844013136,1.63355269390474,0.209201571154012
-0.740365844013136,1.63355269390474,-0.502973990221349
